p1,p3,p5,p9,p14,p4,p6,p7,p8,p10,p11,p12,objective,elapsed_sec
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,4,64,2.00093433,1342.481858253479
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,72,0.71461433,1396.4821872711182
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,4,176,0.50321433,1450.4812450408936
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,4,72,0.72860466,1504.4835674762726
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,8,128,0.69296033,1560.4817116260529
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,2,176,0.441257,1616.6096053123474
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,8,176,0.71489433,1670.481704711914
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,4,176,0.57481933,1728.652405500412
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,2,176,0.47487933,1782.4830470085144
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,2,32,1.05885366,1840.9929041862488
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,16,32,1.24760533,1902.481460094452
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,16,176,1.50916433,1966.4813017845154
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,4,64,0.77378833,2026.4831793308258
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,2,176,0.45076333,2084.7374675273895
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,4,176,0.53698266,2146.482006788254
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,16,176,1.49752866,2410.481892347336
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,176,0.41909433,2468.9068908691406
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,2,176,0.48392133,2522.4826307296753
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,2,128,0.656668,2580.4821848869324
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,4,176,0.58678733,2638.4816505908966
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,8,176,0.91164766,2698.480010509491
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,8,128,0.70976866,2752.9904005527496
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,4,176,0.50515066,2800.9067413806915
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,2,176,0.43094366,2858.481456756592
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,4,72,0.689387,2910.4807963371277
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,4,176,0.51604866,2976.481710910797
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,2,72,0.68013633,3042.4818634986877
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,1,176,0.404166,3106.481375694275
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.41709066,3170.9066519737244
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12), ,dynamic,NA,176,0.41122466,3228.481753349304
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,schedule(#P10),num_threads(#P12), ,dynamic,NA,176,0.40764833,3282.4818580150604
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,schedule(#P10),num_threads(#P12), ,static,NA,176,1.112203,3340.4817354679108
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,static,2,72,0.85341233,3420.481873989105
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,128,1.45647133,3546.4802696704865
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12), ,static,NA,176,1.12787333,3650.482019662857
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,2,NA,0.446825,3736.4813039302826
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,1,NA,0.401688,3790.864706993103
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,dynamic,2,NA,0.45074266,3844.480952978134
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,dynamic,4,NA,0.54573866,3898.4832112789154
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,dynamic,8,NA,0.71491766,3958.4867408275604
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,4,NA,0.52359433,4010.4821071624756
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,8,NA,0.700406,4068.481030702591
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,dynamic,1,NA,0.42876333,4118.609639167786
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), , ,dynamic,NA,NA,0.42639666,4168.482123851776
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,schedule(#P10), , ,dynamic,NA,NA,0.428465,4218.481423377991
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,static,2,176,0.48709233,4276.60911488533
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,2,NA,0.44549033,4342.90686750412
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,4,NA,0.546147,4402.482124567032
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, , , ,NA,NA,NA,1.132876,4474.949102878571
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.44414966,4526.4817237854
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.43785733,4600.482354879379
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),static,2,NA,0.47167133,4654.48193359375
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,8,NA,0.70968966,4710.481798410416
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),static,2,NA,0.47523466,4760.480002880096
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,static,2,NA,0.481571,4816.48099899292
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), , ,static,NA,NA,1.13645533,4878.482552528381
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, ,num_threads(#P12),collapse(2),NA,NA,176,1.14328466,4938.907114505768
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128,simd,"schedule(#P10, #P11)", , ,dynamic,2,NA,4.12042833,5026.778727054596
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,2,NA,0.44059633,5078.48229598999
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , , , ,NA,NA,NA,1.13851233,5138.907917261124
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , ,num_threads(#P12), ,NA,NA,176,1.13145666,5196.8219957351685
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, ,num_threads(#P12), ,NA,NA,176,1.13353,5254.481418132782
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , ,num_threads(#P12),collapse(2),NA,NA,176,1.12900333,5312.481913805008
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)", ,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,2.999427,5390.480952739716
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, ,num_threads(#P12), ,NA,NA,32,1.68852433,5462.481952667236
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , , ,collapse(2),NA,NA,NA,1.12626866,5520.481796264648
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, , ,collapse(2),NA,NA,NA,1.124329,5584.480484247208
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.42144866,5640.48105764389
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,4,NA,4.85164266,5736.481995105743
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, , ,NA,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,1.267315,6034.482184410095
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,1.645902,6264.481173038483
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , ,num_threads(#P12),collapse(2),NA,NA,8,5.46524,6368.481680393219
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,32,1.635129,6436.481527090073
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), ,collapse(2),static,NA,NA,1.423018,6504.481531858444
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32,simd,schedule(#P10), ,collapse(2),static,NA,NA,1.36725666,6574.609759807587
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10), , ,static,NA,NA,1.73783466,6658.4814467430115
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32,simd,schedule(#P10),num_threads(#P12), ,static,NA,64,1.64744966,6752.481276035309
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10),num_threads(#P12), ,dynamic,NA,72,1.48298833,6816.566121816635
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, ,num_threads(#P12),collapse(2),NA,NA,64,1.92890433,6882.491151809692
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32,simd, , , ,NA,NA,NA,1.34827666,6950.481729745865
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,8,8.22502166,7082.481595039368
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10),num_threads(#P12), ,dynamic,NA,176,1.647729,7148.479916810989
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32, ,schedule(#P10), , ,dynamic,2,NA,1.292557,7212.480957984924
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128, ,schedule(#P10), , ,static,2,NA,1.47033233,7280.481349945068
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, , ,NA, ,schedule(#P10), , ,dynamic,NA,NA,1.26109566,7342.949914455414
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7,"dist_schedule(static, #P11)", ,NA,simd, , , ,NA,2,NA,1.45205933,7410.481315135956
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd, ,num_threads(#P12),collapse(2),NA,NA,16,3.285944,7500.482416152954
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(data, symmat, mean, stddev)",parallel for #P4 #P6 #P7, , ,NA, ,schedule(#P10),num_threads(#P12), ,dynamic,NA,72,1.265437,7564.482755184174
