p1,p3,p5,p9,p14,p4,p6,p7,p8,p10,p11,p12,objective,elapsed_sec
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10), , ,dynamic,NA,NA,5.88374233,14342.555485248566
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.26611566,15120.557031154633
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10), ,collapse(2),static,NA,NA,0.26713333,15184.55456662178
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.27143933,15252.55586194992
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.28032633,15322.556118488312
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),dynamic,8,NA,3.304276,15432.555347204208
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10), ,collapse(2),static,NA,NA,0.26611066,15494.556503772736
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), ,collapse(2),static,NA,NA,0.26937866,15556.555181741714
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),static,8,NA,2.94973466,15658.981884717941
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), , ,static,NA,NA,4.051523,15778.557275772095
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd, , ,collapse(2),NA,NA,NA,0.27688766,15844.556075334549
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, , , ,collapse(2),NA,NA,NA,0.26834566,15906.555659770966
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, , , ,collapse(2),NA,NA,NA,0.266379,16072.556551218033
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd, , ,collapse(2),NA,NA,NA,0.263304,16160.556671380997
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd, , ,collapse(2),NA,NA,NA,0.268765,16616.555616378784
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.267213,16684.683288812637
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, , , ,collapse(2),NA,NA,NA,0.264396,16746.557198524475
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd, , ,collapse(2),NA,NA,NA,0.265701,16808.556216955185
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, , , ,collapse(2),NA,NA,NA,0.26822,16870.555332422256
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10), ,collapse(2),static,NA,NA,0.270042,16932.555764198303
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd, , , ,NA,NA,NA,4.22302733,17060.555979967117
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, , , ,collapse(2),NA,NA,NA,0.27742566,17292.852964401245
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd, , ,collapse(2),NA,NA,NA,0.26750466,17354.896892786026
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128, , , ,collapse(2),NA,8,NA,1.62196733,17480.55656170845
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)", , ,thread_limit(#P14),256,NA,NA,NA,NA,NA,NA,NA,16.297796,17904.896615743637
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10), ,collapse(2),static,NA,NA,0.28265566,17968.556675195694
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.24592133,18032.555455207825
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10), , ,static,NA,NA,4.21464166,18156.55663228035
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64, ,schedule(#P10), ,collapse(2),static,4,NA,1.55663333,18242.556779384613
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10), , ,static,NA,NA,4.031599,18364.556515216827
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),static,2,NA,11.63878833,18598.55632376671
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.335697,18662.5556974411
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64, , , ,collapse(2),NA,8,NA,0.85910266,18733.02184152603
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.361741,18798.556024074554
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,2,72,0.440631,18866.554851293564
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.361863,18930.55634713173
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32, , , ,collapse(2),NA,8,NA,0.50831533,18996.555740118027
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.44522366,19062.556540966034
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.52383233,19128.5542883873
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.446046,19194.55535054207
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.528501,19260.683604717255
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.35271466,19324.939018011093
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.33541733,19390.556368350983
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)", ,NA, , , ,collapse(2),NA,8,NA,1.63412966,19472.72406554222
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128, , , , ,NA,8,NA,4.245339,19596.555868148804
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,32,0.913024,19670.555721521378
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.36235366,19736.556510210037
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,32,0.535041,19804.771607875824
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,128,0.28409366,19868.55703830719
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,8,10.32868733,20082.555558919907
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128,simd, , , ,NA,8,NA,4.24567833,20206.556862592697
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, , ,num_threads(#P12),collapse(2),NA,NA,72,0.52430666,20273.06664299965
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,32,0.55634133,20340.557469129562
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,8,11.846434,20580.556176185608
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd, ,num_threads(#P12),collapse(2),NA,NA,72,0.52480233,20652.55654478073
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd, ,num_threads(#P12),collapse(2),NA,NA,176,0.39925433,20892.55694627762
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd, ,num_threads(#P12),collapse(2),NA,NA,72,0.52473033,20962.556951761246
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.52459133,21030.555169582367
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, , ,num_threads(#P12),collapse(2),NA,NA,72,0.42734833,21098.55616211891
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,128,0.28765666,21164.68323135376
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,16,11.32994633,21396.556014299393
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, , ,num_threads(#P12),collapse(2),NA,NA,128,0.41139266,21464.55589199066
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, , ,num_threads(#P12),collapse(2),NA,NA,176,0.33242966,21530.555812120438
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, , ,num_threads(#P12),collapse(2),NA,NA,176,0.442748,21598.854287862778
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, , ,num_threads(#P12),collapse(2),NA,NA,64,0.906701,21672.55643248558
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, , ,num_threads(#P12),collapse(2),NA,NA,128,0.3431,21737.067254781723
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(E, A, B, F, C, D, G)",parallel for #P4 #P8 #P6 #P7, , ,NA, , ,num_threads(#P12),collapse(2),NA,NA,16,22.53116166,22136.555981874466
