p1,p3,p5,p9,p14,p4,p6,p7,p8,p10,p11,p12,objective,elapsed_sec
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,2,NA,0.09654966,9466.435961484909
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,1,128,0.09607066,9544.436910152435
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", , ,dynamic,4,NA,0.09753566,9622.435959339142
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), , ,static,NA,NA,0.100442,9700.437963485718
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", , ,dynamic,16,NA,0.35501066,9784.43739438057
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.100433,9864.437086582184
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, , ,num_threads(#P12), ,NA,NA,176,0.10150833,9942.435618638992
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,schedule(#P10),num_threads(#P12), ,static,NA,176,0.10048133,10020.437853813171
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.10438466,10100.777491092682
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.094452,10178.522303819656
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.094792,10258.436891317368
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,static,1,176,0.10508933,10338.436447620392
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12), ,static,NA,176,0.102059,10418.436096191406
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12), ,dynamic,1,176,0.09585733,10498.43628025055
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12), ,dynamic,NA,176,0.09536333,10578.437530755997
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,schedule(#P10),num_threads(#P12), ,dynamic,NA,176,0.09594266,10658.692714214325
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,2,NA,0.096188,10736.437276363373
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,4,NA,0.098852,10814.43686246872
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,4,NA,0.09848966,10892.733847856522
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,2,NA,0.09576933,10972.436322689056
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.09394933,11050.437559127808
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,4,176,0.10425866,11130.437252283096
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,176,0.09655666,11208.948327541351
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,1,176,0.105726,11286.692077875137
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.09933333,11366.43725323677
#pragma omp #P3,parallel for #P4 #P6 #P7,NA,NA,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,2,176,0.10606233,11446.437188386917
