,Benchmark,Pragma,Time
16,3mm,"#pragma omp target teams distribute parallel for simd schedule(static) dist_schedule(static, 16) is_device_ptr(E, A, B, F, C, D, G)",123.90925066
17,3mm,"#pragma omp target teams distribute parallel for schedule(static) dist_schedule(static, 8) is_device_ptr(E, A, B, F, C, D, G)",228.51766533
18,doitgen,#pragma omp parallel for simd num_threads(16),123.71024266
19,doitgen,"#pragma omp parallel for schedule(static, 16) num_threads(16)",125.750541
20,doitgen,"#pragma omp target teams distribute parallel for collapse(2) schedule(static) dist_schedule(static, 2) thread_limit(256) is_device_ptr(A, C4, sum)",147.87489066
21,doitgen,"#pragma omp parallel for schedule(dynamic, 16)",203.52396366
22,doitgen,"#pragma omp parallel for simd schedule(static, 16)",206.34188366
23,doitgen,"#pragma omp target teams distribute parallel for collapse(2) schedule(static) dist_schedule(static, 16) thread_limit(256) is_device_ptr(A, C4, sum)",235.11921233
24,convolution-3d,"#pragma omp parallel for simd schedule(dynamic, 16) num_threads(8)",0.16583866
25,convolution-3d,"#pragma omp target teams distribute parallel for simd collapse(2) is_device_ptr(A, B)",0.17610566
26,convolution-3d,"#pragma omp parallel for simd collapse(2) schedule(static, 16) num_threads(8)",0.189261
27,convolution-3d,"#pragma omp parallel for collapse(2) schedule(static, 2) num_threads(8)",0.200595
28,convolution-3d,#pragma omp parallel for collapse(3) num_threads(16),0.225538
29,convolution-3d,"#pragma omp target teams distribute parallel for simd schedule(dynamic) is_device_ptr(A, B)",0.24696633
30,convolution-3d,"#pragma omp target teams distribute parallel for schedule(dynamic, 4) thread_limit(128) is_device_ptr(A, B)",0.339243
31,convolution-3d,,0.360772
32,convolution-3d,#pragma omp simd,0.36906433
33,convolution-3d,"#pragma omp target teams distribute parallel for simd schedule(static, 16) dist_schedule(static, 16) is_device_ptr(A, B)",4.00821733
34,correlation,#pragma omp parallel for schedule(static) num_threads(32),13.17767
35,correlation,#pragma omp parallel for simd schedule(dynamic) num_threads(8),20.067835
36,correlation,#pragma omp parallel for schedule(dynamic) num_threads(8),20.20143666
37,correlation,"#pragma omp target teams distribute parallel for simd schedule(dynamic) num_threads(16) dist_schedule(static, 2) is_device_ptr(data, symmat, mean, stddev)",22.470335
38,correlation,"#pragma omp target teams distribute parallel for schedule(static) dist_schedule(static, 16) thread_limit(128) is_device_ptr(data, symmat, mean, stddev)",22.68306866
39,correlation,#pragma omp parallel for simd schedule(static) num_threads(8),37.70595266
40,correlation,"#pragma omp target teams distribute parallel for schedule(dynamic, 16) is_device_ptr(data, symmat, mean, stddev)",89.28747066
41,correlation,"#pragma omp target teams distribute parallel for simd schedule(dynamic) dist_schedule(static, 2) is_device_ptr(data, symmat, mean, stddev)",145.888484
42,correlation,#pragma omp simd,154.22399333
43,correlation,,154.458244
44,fdtd-apml,"#pragma omp parallel for schedule(dynamic, 16) num_threads(16)",1.620397
45,fdtd-apml,"#pragma omp parallel for schedule(dynamic, 8) num_threads(16)",1.620491
46,fdtd-apml,"#pragma omp parallel for schedule(static, 16) num_threads(176)",1.93402366
47,fdtd-apml,#pragma omp parallel for schedule(static) num_threads(8),3.01481466
48,fdtd-apml,"#pragma omp parallel for schedule(dynamic, 8) num_threads(8)",3.070008
49,fdtd-apml,"#pragma omp parallel for schedule(static, 16) num_threads(8)",3.087439
50,fdtd-apml,,22.12652833
51,fdtd-apml,#pragma omp simd,22.13058433
52,fdtd-apml,"#pragma omp target teams distribute is_device_ptr(Ax, Ry, clf, tmp, Bza, Ex, Ey, Hz, czm, czp, cxmh, cxph, cymh, cyph)",49.76778566
53,fdtd-apml,"#pragma omp target teams distribute parallel for schedule(static) dist_schedule(static, 16) thread_limit(128) is_device_ptr(Ax, Ry, clf, tmp, Bza, Ex, Ey, Hz, czm, czp, cxmh, cxph, cymh, cyph)",58.12043066
54,covariance,"#pragma omp target teams distribute parallel for thread_limit(256) is_device_ptr(data, symmat, mean)",7.549919
55,covariance,"#pragma omp target teams distribute parallel for simd schedule(dynamic) thread_limit(256) is_device_ptr(data, symmat, mean)",7.63244333
56,covariance,"#pragma omp target teams distribute parallel for schedule(dynamic) thread_limit(256) is_device_ptr(data, symmat, mean)",7.64658466
57,covariance,"#pragma omp parallel for schedule(dynamic, 8) num_threads(72)",8.56223566
58,covariance,"#pragma omp target teams distribute is_device_ptr(data, symmat, mean)",12.21965033
59,covariance,baseline,12.32971366
60,covariance,"#pragma omp target teams distribute parallel for schedule(static) dist_schedule(static, 16) thread_limit(128) is_device_ptr(data, symmat, mean)",23.96949366
61,covariance,"#pragma omp target teams distribute parallel for simd schedule(static, 16) num_threads(16) thread_limit(256) is_device_ptr(data, symmat, mean)",83.82650166
62,covariance,#pragma omp simd,195.211919
63,covariance,,198.139682
64,gemm,#pragma omp parallel for simd num_threads(72),9.70121633
65,gemm,#pragma omp parallel for simd collapse(2) schedule(dynamic) num_threads(64),9.80909333
66,gemm,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 8) thread_limit(256) is_device_ptr(A, B, C)",9.84642733
67,gemm,"#pragma omp target teams distribute parallel for collapse(2) schedule(static) dist_schedule(static, 1) is_device_ptr(A, B, C)",14.017947
68,gemm,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(static, 2) dist_schedule(static, 2) is_device_ptr(A, B, C)",14.43200633
69,gemm,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(static) dist_schedule(static, 1) thread_limit(256) is_device_ptr(A, B, C)",15.07541133
70,gemm,"#pragma omp target teams distribute is_device_ptr(A, B, C)",17.89677
71,gemm,"#pragma omp target teams distribute dist_schedule(static, 4) thread_limit(64) is_device_ptr(A, B, C)",19.47702333
72,gemm,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(dynamic, 1) num_threads(176) dist_schedule(static, 1) thread_limit(256) is_device_ptr(A, B, C)",61.98157766
73,gesummv,"#pragma omp parallel for schedule(dynamic, 2) num_threads(32)",7.590922
74,gesummv,#pragma omp parallel for simd num_threads(16),14.92236366
75,gesummv,#pragma omp parallel for simd num_threads(16),14.92494033
76,gesummv,#pragma omp parallel for simd schedule(dynamic) num_threads(16),15.04989566
77,gesummv,#pragma omp parallel for simd num_threads(8),29.73747
78,gesummv,#pragma omp parallel for num_threads(8),29.746429
79,gesummv,#pragma omp parallel for simd schedule(dynamic) num_threads(8),29.799257
80,gemver,"#pragma omp parallel for simd schedule(static, 8) num_threads(16)",61.87139633
81,gemver,#pragma omp parallel for simd num_threads(16),62.62091966
82,gemver,#pragma omp parallel for num_threads(16),62.65212066
83,gemver,#pragma omp parallel for simd num_threads(16),62.70209433
84,gemver,"#pragma omp parallel for schedule(static, 8) num_threads(8)",83.81135266
85,gemver,"#pragma omp parallel for schedule(static, 8) num_threads(8)",84.40671266
86,gemver,"#pragma omp parallel for simd schedule(static, 16) num_threads(8)",89.98068566
87,gemver,#pragma omp parallel for schedule(static) num_threads(8),91.13731566
88,syr2k,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(static) num_threads(32) thread_limit(256) is_device_ptr(A, B, C)",24.92841033
89,syr2k,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 4) num_threads(72) thread_limit(64) is_device_ptr(A, B, C)",27.81589766
90,syr2k,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 4) thread_limit(64) is_device_ptr(A, B, C)",27.97066133
91,syr2k,"#pragma omp target teams distribute parallel for schedule(static) num_threads(72) dist_schedule(static, 8) is_device_ptr(A, B, C)",34.228107
92,syr2k,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(dynamic) num_threads(176) dist_schedule(static, 1) thread_limit(256) is_device_ptr(A, B, C)",39.00325833
93,syr2k,"#pragma omp parallel for simd collapse(2) schedule(dynamic, 4) num_threads(8)",39.87610666
94,syr2k,"#pragma omp target teams distribute parallel for simd schedule(static, 16) thread_limit(256) is_device_ptr(A, B, C)",64.57153733
95,syr2k,#pragma omp simd,231.02929266
96,syrk,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(dynamic) num_threads(72) dist_schedule(static, 1) thread_limit(128) is_device_ptr(A, C)",10.99803433
97,syrk,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 1) num_threads(64) thread_limit(32) is_device_ptr(A, C)",11.636998
98,syrk,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 1) thread_limit(32) is_device_ptr(A, C)",11.64847866
99,syrk,"#pragma omp target teams distribute parallel for collapse(2) schedule(static, 2) is_device_ptr(A, C)",12.70283833
100,syrk,#pragma omp parallel for simd collapse(2) schedule(dynamic) num_threads(8),25.00762833
101,syrk,"#pragma omp target teams distribute parallel for schedule(dynamic) num_threads(32) dist_schedule(static, 2) is_device_ptr(A, C)",25.67459066
102,syrk,"#pragma omp target teams distribute parallel for simd num_threads(32) dist_schedule(static, 1) is_device_ptr(A, C)",43.53350233
103,syrk,"#pragma omp target teams distribute parallel for simd schedule(static) dist_schedule(static, 4) is_device_ptr(A, C)",47.74028066
104,syrk,,115.44547366
105,syrk,#pragma omp simd,136.26320466
106,mvt,#pragma omp parallel for num_threads(8),87.131515
107,mvt,#pragma omp parallel for simd num_threads(8),87.13319966
108,mvt,"#pragma omp parallel for collapse(2) schedule(dynamic, 1) num_threads(72)",102.822499
109,mvt,#pragma omp parallel for simd collapse(2) schedule(dynamic) num_threads(72),103.02557766
110,mvt,"#pragma omp parallel for collapse(2) schedule(dynamic, 2) num_threads(32)",103.59259
111,mvt,#pragma omp parallel for collapse(2) schedule(dynamic) num_threads(72),104.28459833
112,mvt,#pragma omp parallel for simd collapse(2) schedule(dynamic) num_threads(32),167.75905566
113,convolution-2d,"#pragma omp target teams distribute parallel for simd collapse(2) schedule(static) num_threads(8) is_device_ptr(A, B)",0.15613266
114,convolution-2d,#pragma omp parallel for simd num_threads(16),0.16512966
115,convolution-2d,"#pragma omp parallel for collapse(2) schedule(static, 2)",0.19281466
116,convolution-2d,#pragma omp parallel for schedule(static) num_threads(8),0.21869766
117,convolution-2d,"#pragma omp parallel for simd collapse(2) schedule(static, 1)",0.240527
118,convolution-2d,"#pragma omp target teams distribute parallel for simd schedule(static, 8) dist_schedule(static, 8) is_device_ptr(A, B)",0.30485333
119,convolution-2d,"#pragma omp parallel for collapse(2) schedule(dynamic, 2) num_threads(16)",0.30835366
120,convolution-2d,"#pragma omp target teams distribute parallel for simd num_threads(176) dist_schedule(static, 1) is_device_ptr(A, B)",0.45042666
121,convolution-2d,,0.703707
122,convolution-2d,#pragma omp simd,0.704164
