p1,p3,p5,p9,p14,p4,p6,p7,p8,p10,p11,p12,objective,elapsed_sec
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd,schedule(#P10), ,collapse(2),static,NA,NA,0.68599433,7132.739385128021
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.66827733,7334.355091333389
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), ,collapse(2),static,NA,NA,0.672168,7536.356111049652
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,"schedule(#P10, #P11)", ,collapse(2),static,8,NA,9.84642733,7832.355180263519
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10), , ,dynamic,NA,NA,8.54714233,8116.356276988983
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,32,0.68396533,8520.823181390762
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.66994366,8822.357022762299
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), , ,static,NA,NA,7.29612033,9226.867353200912
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,128,0.66884066,9678.356008291245
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,8,1.72316133,10392.356137752533
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,32,0.687621,10702.355398893356
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.73889366,10984.356080293655
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd, ,num_threads(#P12),collapse(2),NA,NA,64,0.660066,11374.35598731041
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd, ,num_threads(#P12),collapse(2),NA,NA,16,0.90014333,11840.356670856476
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd, , ,collapse(2),NA,NA,NA,0.66760466,12158.357064962387
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd, , ,collapse(2),NA,NA,NA,0.65753433,12644.568629980087
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd, ,num_threads(#P12),collapse(2),NA,NA,16,0.89887666,12946.568649291992
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.725074,13282.356199264526
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.68794966,13486.356552362442
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, , ,num_threads(#P12),collapse(2),NA,NA,16,0.899559,13692.356134176254
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd, , ,collapse(2),NA,NA,NA,0.66626233,13900.355746984482
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,2,NA,1.41783233,14112.354501008987
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, , ,num_threads(#P12),collapse(2),NA,NA,8,1.72026533,14326.355885267258
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10), ,collapse(2),static,NA,NA,0.66544766,14598.356183290482
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10), ,collapse(2),static,NA,NA,0.67041966,14860.35598230362
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, , , ,collapse(2),NA,NA,NA,0.66495033,15088.354676246643
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, , , ,collapse(2),NA,NA,NA,0.66571833,15322.355370044708
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, , , ,collapse(2),NA,NA,NA,0.66840166,15524.568994522095
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,"schedule(#P10, #P11)", ,collapse(2),static,2,NA,1.279455,15732.356560230255
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, , , ,collapse(2),NA,NA,NA,0.65837633,15936.356900930405
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10), ,collapse(2),static,NA,NA,0.68234866,16138.441323041916
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.73105133,16340.356681585312
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.66336533,16542.356813192368
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)", ,collapse(2),static,2,NA,1.275572,16750.356652498245
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.73573233,16994.623183965683
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.74156866,17204.356382608414
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,4,NA,2.73620966,17436.211634159088
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.727845,17640.46785902977
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,32,0.75583633,17856.127789497375
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,1,128,0.66218733,18058.127116680145
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,"schedule(#P10, #P11)", ,collapse(2),static,8,NA,4.74986466,18306.128839731216
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.659647,18516.12746810913
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.734219,18796.340678215027
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.748339,19128.511503219604
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,176,61.98157766,20062.595525741577
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,64,0.74856833,20336.127752780914
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, , ,num_threads(#P12),collapse(2),NA,NA,8,1.732012,20604.126116991043
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.72633333,20808.127343654633
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,"schedule(#P10, #P11)", ,collapse(2),static,1,NA,0.66374166,21010.127006292343
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,176,0.73245166,21216.12633037567
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.75679666,21432.127347946167
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.67811,21634.12798857689
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),256,simd,schedule(#P10), ,collapse(2),static,1,NA,15.07541133,21982.127997159958
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.73028466,22186.127141475677
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.76057066,22396.63886141777
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),dynamic,1,176,0.76336366,22602.426411390305
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, , ,num_threads(#P12),collapse(2),NA,NA,176,0.66485666,22804.12688446045
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,16,176,6.06999733,23060.126528024673
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128, ,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.666093,23270.340570688248
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd, ,num_threads(#P12),collapse(2),NA,NA,176,0.66473833,23472.127888441086
#pragma omp #P3,parallel for #P4 #P8 #P6 #P7,NA,NA,NA,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,64,9.80909333,23768.127561569214
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.67904366,24180.127593278885
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)", ,NA, ,schedule(#P10), ,collapse(2),static,1,NA,14.017947,24538.637927770615
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,1,128,0.662484,24740.127716064453
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)", ,NA,simd,"schedule(#P10, #P11)", ,collapse(2),static,2,NA,14.43200633,25082.12746143341
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32, ,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,1,176,0.68425466,25306.126886606216
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),128,simd,schedule(#P10),num_threads(#P12),collapse(2),static,NA,64,0.67203166,25508.127109766006
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64,simd,schedule(#P10), ,collapse(2),static,4,NA,3.42723466,25746.126170873642
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32,simd,schedule(#P10),num_threads(#P12),collapse(2),static,8,8,1.729756,25964.12646174431
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32,simd,schedule(#P10),num_threads(#P12),collapse(2),static,16,64,0.914387,26168.126740455627
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,32,0.75407766,26374.12605047226
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32,simd,schedule(#P10), ,collapse(2),static,16,NA,0.908791,26584.12607192993
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10),num_threads(#P12),collapse(2),static,NA,176,0.67484033,26920.213481903076
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, , ,NA,simd,"schedule(#P10, #P11)",num_threads(#P12),collapse(2),static,1,8,1.67778,27296.126262664795
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,72,0.86565766,27684.12705206871
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),32,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.75297466,27996.126391649246
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10), ,collapse(2),dynamic,NA,NA,0.72680766,28216.12681555748
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),64,simd,"schedule(#P10, #P11)", ,collapse(2),dynamic,1,NA,0.74420633,28420.126470565796
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),32, ,schedule(#P10),num_threads(#P12),collapse(2),static,16,8,1.82285166,28634.12605524063
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,16,176,1.59653633,28854.126170635223
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64,simd,schedule(#P10), ,collapse(2),static,16,NA,0.94571266,29064.253600120544
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),128, ,schedule(#P10),num_threads(#P12),collapse(2),static,16,32,0.912249,29280.12597179413
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7, ,thread_limit(#P14),256, ,schedule(#P10),num_threads(#P12),collapse(2),dynamic,NA,176,0.75779266,29484.126234292984
"#pragma omp target teams distribute #P3 #P5 #P9 is_device_ptr(A, B, C)",parallel for #P4 #P8 #P6 #P7,"dist_schedule(static, #P11)",thread_limit(#P14),64,simd,schedule(#P10),num_threads(#P12),collapse(2),dynamic,16,32,1.04512966,29692.136915683746
